id,person_id,event_name,timestamp
1149,b311342ec76a443ca4c812b3eb65ae93,EV_PID_STRAP_TAMPER_END,2025-01-01T00:05:05.3012
8470,960404b2674a4cd98f9f68eb717aad3f,EV_CURFEWED_PID_ARRIVED,2025-01-01T00:06:10.9135
11178,0373510a4d47432eb28e9e34a718844a,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-01-01T00:06:19.1595
9932,f50b2f6f03f343f99fb4fa65bf7a865c,EV_ZONE_EXCLUSION_TU_DEPARTED_DURING_TIME,2025-01-01T00:06:31.2424
10960,1ebc15d8ac76467a9231e8e8052a432a,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-01-01T00:07:34.2229
9762,a996385357754b8a83df4247309032f3,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-01-01T00:07:41.9364
10993,1ebc15d8ac76467a9231e8e8052a432a,EV_PID_STRAP_TAMPER_START,2025-01-01T00:08:08.7216
9199,c45013e987484a0f9af193cb82352584,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-01-01T00:08:20.2757
8907,76992cae01bc4cb48f9b78b923306ad5,EV_CURFEWED_PID_ABSENT,2025-01-01T00:08:30.5172
11909,b3a3e9416056491c8260eaae0617b621,EV_PID_STRAP_TAMPER_START,2025-01-01T00:08:34.9996
8912,76992cae01bc4cb48f9b78b923306ad5,EV_PID_ARRIVED,2025-01-01T00:09:35.2505
11915,b3a3e9416056491c8260eaae0617b621,EV_PID_STRAP_TAMPER_END,2025-01-01T00:09:40.4292
81915,1105b827ef0745789595db9c347c3219,EV_CURFEWED_PID_ABSENT,2025-01-01T00:09:44.2429
81925,1105b827ef0745789595db9c347c3219,EV_ENTER_LOW_POWER_STATE,2025-01-01T00:09:44.7401
