id,person_id,event_name,timestamp
80208,1105b827ef0745789595db9c347c3219,EV_PID_ARRIVED,2025-01-01T00:10:40.8029
80209,1105b827ef0745789595db9c347c3219,EV_CHARGING_STARTED,2025-01-01T00:10:41.8209
80211,505335730d2242d4b94c6c9de3162a34,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-01-01T00:10:51.1530
80212,505335730d2242d4b94c6c9de3162a34,EV_ENTER_LOW_POWER_STATE,2025-01-01T00:10:51.3045
80213,505335730d2242d4b94c6c9de3162a34,EV_EXCLUDED_PID_DEPARTED_DURING_EXCLUSION,2025-01-01T00:11:41.4560
89208,05dd781f049c41a9ba329011c100d1fb,EV_CHARGING_STARTED,2025-01-01T00:12:06.9208
9208,c45013e987484a0f9af193cb82352584,EV_EXCLUDED_PID_DEPARTED_DURING_EXCLUSION,2025-01-01T00:12:30.2980
89208,4a9d35e59d364297b954bac7532a6550,EV_BATTERY_LEV_5PERCENT,2025-01-01T00:13:03.9308
89209,4a9d35e59d364297b954bac7532a6550,EV_CHARGING_STARTED,2025-01-01T00:14:02.2980
9856,a996385357754b8a83df4247309032f3,EV_EXCLUDED_PID_DEPARTED_DURING_EXCLUSION,2025-01-01T00:14:16.1916
8327,cb85b366da004e6ba5e780a9ab81c288,EV_PID_ARRIVED,2025-01-01T00:14:45.9161
