id,person_id,event_name,timestamp
715,93e77c96e87b48b18cc17c8d2e9bf44c,EV_MU_MAINS_START,2025-08-06T00:40:09.5500
716,03186a50689f4eb79acfeaeabc3aaf3b,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:40:10.4267
717,6e26f219fd5743d48d66e35d46ef5573,EV_PID_ARRIVED,2025-08-06T00:40:15.7545
718,47261c65d9194241850f5ee1257f5ea9,EV_CURFEWED_PID_ARRIVED,2025-08-06T00:40:16.5687
719,21997b22726e4ad18d45cec08588b606,EV_MU_MAINS_START,2025-08-06T00:40:16.9816
720,600182f8e73a494a9d3fee6a102f4e2a,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:40:18.1757
721,723a3ae01d2b4821a03c3eb6130cdf30,EV_CHARGING_STARTED,2025-08-06T00:40:18.3068
722,1fff4649b33a40a4a20dde5d547a5694,EV_PID_BATTERY_LOW,2025-08-06T00:40:20.4478
723,2df5586632a54a3094452dbea7383fe3,EV_PID_STRAP_TAMPER_START,2025-08-06T00:40:28.8286
724,428601b590b9435e9bbd04d292ed9cc7,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-08-06T00:40:31.3362
725,b02cbacb8bcd479a8d89d0413c167f62,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:40:35.5926
726,a4568e09b13f4c8b9247ec22585a4727,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-08-06T00:40:40.1165
727,35f3bdecbdb64532b1d8883af2c41615,EV_PID_STRAP_TAMPER_START,2025-08-06T00:40:40.8106
728,028afda5fc5b460091d53e98678c1190,EV_MU_MAINS_START,2025-08-06T00:40:41.9107
729,ceb1c80cfc664599a5ab175ce50f8d7b,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:40:42.0784
730,326b84b8ce4a4192bd5a10d834587781,EV_PID_STRAP_TAMPER_START,2025-08-06T00:40:44.7669
731,fbbc155b22e846cda352f1e5daaf5fb3,EV_ZONE_EXCLUSION_TU_DEPARTED_DURING_TIME,2025-08-06T00:40:45.5642
732,6c32b06fb6634de7b537a8568d1cf3cf,EV_PID_STRAP_TAMPER_END,2025-08-06T00:40:45.6437
733,ea05a29ff9fe48bf89786320f87031ab,EV_EXCLUDED_PID_DEPARTED_DURING_EXCLUSION,2025-08-06T00:40:45.8850
734,455b9bf6144d420980eb1a1a2d72efd9,EV_CHARGING_STARTED,2025-08-06T00:40:46.9783
