id,person_id,event_name,timestamp
596,79fc679530734e2083bb5a8ed4171a56,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:35:00.8716
597,b2da7d93e6ef463c808c1ab924b4e06d,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-08-06T00:35:07.4025
598,6edd1b485b7744818694ddbd969c3c8c,EV_PID_STRAP_TAMPER_END,2025-08-06T00:35:08.0723
599,47261c65d9194241850f5ee1257f5ea9,EV_MU_MAINS_START,2025-08-06T00:35:17.0789
600,9260b925cc2844d899cfb612b9988b7a,EV_ZONE_EXCLUSION_TU_DEPARTED_DURING_TIME,2025-08-06T00:35:17.3332
601,3d029947bd0449a19d8e334a6e413886,EV_CHARGING_STARTED,2025-08-06T00:35:18.1226
602,274b45443b7240c78b622d48ae09642b,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:35:21.1584
603,cf839c3918974c5eab2bd47bd5cfd948,EV_MU_MAINS_START,2025-08-06T00:35:21.7249
604,63de92ebd333438ebf24ee094bb23019,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:35:24.7377
605,2d84438673f248f5a4b234e39432da32,EV_PID_BATTERY_LOW,2025-08-06T00:35:25.3857
606,9d6b956dfcdb42b0a356031ee67e3d0c,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-08-06T00:35:27.0072
607,11e49168b749413f9ccec70d418cca23,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:35:28.8117
608,61f3c50d88bf4ef19c455e8c59cbd449,EV_PID_ABSENT,2025-08-06T00:35:33.4559
609,5f9f9a0a7092428296221faf6b7cff01,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:35:39.2465
610,b580f22da25e4688a0c4809d8465834e,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:35:41.2814
611,e3831364f4664338bb0cb047b716de97,EV_PID_STRAP_TAMPER_END,2025-08-06T00:35:42.6551
612,99cb0e8acb3b4a4e9369df446d5e1f64,EV_MU_MAINS_START,2025-08-06T00:35:47.5525
613,8e7fdd70c2de4470afcb17d54bd87233,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-08-06T00:35:49.7407
614,7653503b82664ff1b3109318c8ad1b15,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:35:55.4044
615,0e0bfca326ec402fa0f4f076a7980e16,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:35:58.3501
616,a319c30197014b5685c034394d45ad31,EV_PID_STRAP_TAMPER_START,2025-08-06T00:35:59.8902
617,b7fc4aa18df24d6a8aded0218b531450,EV_CHARGING_STARTED,2025-08-06T00:36:03.7476
618,04ec566fe00f4a289069e632a1d26b9e,EV_MU_MAINS_START,2025-08-06T00:36:06.2991
619,5f9f9a0a7092428296221faf6b7cff01,EV_PID_STRAP_TAMPER_END,2025-08-06T00:36:09.6736
620,0e0bfca326ec402fa0f4f076a7980e16,EV_PID_STRAP_TAMPER_START,2025-08-06T00:36:11.4541
621,655b14501ef943439ee936e4ff3e1b96,EV_PID_STRAP_TAMPER_START,2025-08-06T00:36:11.4823
622,c1fecd4f1fd84e709e3b06c209c3f089,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:36:17.9241
