id,person_id,event_name,timestamp
394,543f3c7c90484cf9aa780e72b616b236,EV_PID_BATTERY_LOW,2025-08-06T00:25:01.1450
395,b514b0609ce64047a2415cd05c5f5cad,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:25:01.9266
396,1a51f08ebdf146ec8eb62aed6f1ae7e6,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:25:03.1696
397,201d7bdc0ab14299aef542d5394b07d7,EV_ZONE_INCLUSION_TU_ARRIVED_DURING_TIME,2025-08-06T00:25:03.5846
398,c3cff04640944b25a997c9f8f23c0224,EV_ZONE_EXCLUSION_TU_ARRIVED_DURING_TIME,2025-08-06T00:25:04.3370
399,a60d0357a2fb4c81b8298906fb9eb9f5,EV_PID_STRAP_TAMPER_END,2025-08-06T00:25:04.9705
400,2db6d36e708242d6bf54395b3452a734,EV_PID_BATTERY_LOW,2025-08-06T00:25:05.1886
401,b7a679ba3f0848a58457471d326bc9c2,EV_PID_ABSENT_DURING,2025-08-06T00:25:15.2022
402,1ae850d9968e4e92bfa233c2e1e6febf,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:25:21.9035
403,3dd99cbfd6284612ab7f2a296e7fe196,EV_PID_ABSENT,2025-08-06T00:25:22.1565
404,723acd5e0765486f8ebb00486ae3b59f,EV_PID_STRAP_TAMPER_END,2025-08-06T00:25:22.9293
405,7da81e1a0eba41bfb27d08e07c87cd8c,EV_ZONE_EXCLUSION_TU_PRESENT_AT_START_TIME,2025-08-06T00:25:23.1961
406,b7fc4aa18df24d6a8aded0218b531450,EV_PID_STRAP_TAMPER_START,2025-08-06T00:25:42.6102
407,780738b4298543929ece921861b3765c,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:25:49.5085
408,47ef9648e39845309159eba4a05d9eef,EV_PID_STRAP_TAMPER_START,2025-08-06T00:25:51.4306
409,ed0d053dcb1c40d882213b7f2b83c77f,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:25:52.7645
410,3de6dfcfe26c4f309d357241e50a7f23,EV_ZONE_EXCLUSION_TU_DEPARTED_DURING_TIME,2025-08-06T00:25:52.9928
411,ec803b87ce51422bbe119497e875ecbe,EV_PID_STRAP_TAMPER_START,2025-08-06T00:25:55.3861
412,46602abf91d74dc18fa93faf454d89b3,EV_PID_BATTERY_LOW,2025-08-06T00:26:01.2191
413,7a9bcd9aa34d49dc87089aaca3be4ff5,EV_CURFEWED_PID_ABSENT,2025-08-06T00:26:01.9337
414,543f3c7c90484cf9aa780e72b616b236,EV_MU_MAINS_START,2025-08-06T00:26:06.4023
415,f6f305e8386d4652997cfc6bb71ebff7,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:26:07.9996
416,1ae850d9968e4e92bfa233c2e1e6febf,EV_PID_STRAP_TAMPER_START,2025-08-06T00:26:14.3894
417,c1fecd4f1fd84e709e3b06c209c3f089,EV_EXCLUDED_PID_ARRIVED_DURING_EXCLUSION,2025-08-06T00:26:15.2851
418,cd36b67a8df3488a8c0884a2fc1703dd,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:26:18.9498
419,d2e7a6cc49c74c85a2770242b93d1381,EV_CHARGING_STARTED,2025-08-06T00:26:25.0249
420,0a7e174d97814da3a7e7bceb1c32c961,EV_CHARGING_STARTED,2025-08-06T00:26:25.3589
421,c96682c6860d4f72af42ad10e1155c2b,EV_PID_STRAP_TAMPER_END,2025-08-06T00:26:26.6597
422,239ce3a4e4ad471fbbae75078d09b5f7,EV_BATTERY_LEV_5PERCENT,2025-08-06T00:26:30.8811
423,e364c54fc4df4e12bd91682bc57ea1ea,EV_ENTER_LOW_POWER_STATE,2025-08-06T00:26:35.3619
424,f821f652aa0d478aa260eb92d83fc898,EV_PID_BATTERY_LOW,2025-08-06T00:26:35.5440
425,18467837dd95402fb103d20e3cf52d55,EV_PID_BATTERY_LOW,2025-08-06T00:26:40.5456
426,6a8a9e55e1774f46babcde99998ce3f9,EV_PID_ABSENT,2025-08-06T00:26:44.8110
